faclid21	JURDID	state	county	faclname	city	zipP	stratum	finalweight	weight	confpop	confpopf	nconpop	nconpopf	totpop	totpopf	noncitz	noncitzf	week	weekn	weekf	adultm	adultmf	adultf	adultff	juvm	juvmf	juvf	juvff	totgender	totgenderf	adltjuv	adltjuvf	conv	convf	convunsent	convunsentf	convsent	convsentf	unconv	unconvf	unconvtrial	unconvtrialf	unconvhold	unconvholdf	unconvother	unconvotherf	s2qII3c	s2qII3cf	white	whitef	black	blackf	hisp	hispf	AIAN	AIANf	asian	asianf	nhopi	nhopif	tworace	tworacef	otherracespec	otherrace	otherracef	racedk	racedkf	racetotal	racetotalf	marshals	marshalsf	bop	bopf	ice	icef	bia	biaf	s2qII5a5spec	s2qII5a5	s2qII5a5f	instatepris	instateprisf	outstatepris	outstateprisf	instatejail	instatejailf	outstatejail	outstatejailf	s2qII5d	s2qII5df	peakdate	peakpop	peakpopf	adp	adpf	rated	ratedf	operation	operationf	design	designf	admis	admisf	release	releasef	convII10a	convII10af	unconvII10a	unconvII10af	convII10b	convII10bf	unconvII10b	unconvII10bf	convII10c	convII10cf	unconvII10c	unconvII10cf	convII10d	convII10df	unconvII10d	unconvII10df	convII10e	convII10ef	unconvII10e	unconvII10ef	convII10f	convfII10f	unconvII10f	unconvII10ff	s2II10gconv	s2II10gconvf	s2II10gfunconv	s2II10gfunconvf	emonitor	emonitorf	homedetn	homedetnf	commsrv	commsrvf	dayreport	dayreportf	pretrial	pretrialf	altwork	altworkf	treatment	treatmentf	otrnonconfs	otrnonconf	otrnonconff	nonconfd	nonconfdf	ADMLNCNF	ADMLNCNFF	ADFMNCNF	ADFMNCNFF	JVMLNCNF	JVMLNCNFF	JVFMNCNF	JVFMNCNFF	NCNFGNDR	NCNFGNDRF	CONVNCNF	CONVNCNFF	UNCNVNCF	UNCNVNCFF	TOTCNVST	TOTCNVSTF	corrstaff	corrstafff	otherstaff	otherstafff	s4qIV1c	s4qIV1cf	assaultstaffYN	assaultcorr	assaultcorrf	assaultotrstaff	assaultotrstafff	deathstaffYN	deathcorr	deathcorrf	deathotrstaff	deathotrstafff	physassault	physassaultf	drugvio	drugviof	alcovio	alcoviof	weapon	weaponf	stolenprop	stolenpropf	escape	escapef	othermajvio	othermajviof	NCONPOP2
011010010061000000000	011010010	1	CHEROKEE COUNTY	CHEROKEE COUNTY DETENTION CENTER	CENTRE	35960	8	2.9619	2.7519	142	0	0	0	142	0	2	0	1	2	0	114	0	28	0	0	0	0	0	142	0	0	0	117	0	100	0	17	0	25	0	25	0	0	0	0	0	142	0	129	0	11	0	2	0	0	0	0	0	0	0	0	0	 	0	0	0	0	142	0	3	0	0	0	0	0	0	0	 	0	0	17	0	0	0	0	0	0	0	20	0	27	147	0	143	0	142	0	165	0	123	0	56	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
011011011061000000000	011011011	1	CHILTON COUNTY	CHILTON COUNTY JAIL	CLANTON	35045	7	1.5369	1.4136	256	0	0	0	256	0	8	0	1	3	0	200	1	56	1	0	0	0	0	256	0	0	0	38	1	0	0	38	1	218	1	218	1	0	0	0	0	256	0	193	1	55	1	7	1	0	0	1	1	0	0	0	0	 	0	0	0	0	256	0	0	0	0	0	1	0	0	0	 	0	0	38	0	0	0	19	0	0	0	58	0	29	256	0	200	1	180	0	200	0	180	0	82	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
011013013061000000000	011013013	1	CLARKE COUNTY	CLARKE COUNTY JAIL	GROVE HILL	36545	9	5.8174	5.5377	176	0	0	0	176	0	1	0	1	1	0	155	0	18	0	3	0	0	0	176	0	3	0	64	0	88	0	24	0	17	0	1	0	0	0	0	0	176	0	66	0	107	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	176	0	0	0	0	0	1	0	0	0	Dept. of Corrections	62	0	62	0	0	0	0	0	0	0	63	0	16	186	0	176	5	128	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
011016016061000000000	011016016	1	COFFEE COUNTY	COFFEE COUNTY JAIL	NEW BROCKTON	36351	8	2.9619	2.7519	130	0	0	0	130	0	1	0	1	1	0	122	0	8	0	0	0	0	0	130	0	0	0	5	0	0	0	5	0	125	0	20	0	1	0	104	0	130	0	35	0	93	0	1	0	1	0	0	0	0	0	0	0	 	0	0	0	0	130	0	0	0	2	0	1	0	0	0	 	0	0	5	0	1	0	0	0	1	0	10	0	13	147	0	110	0	126	0	126	0	126	0	45	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
011019019061000000000	011019019	1	COOSA COUNTY	COOSA COUNTY JAIL	ROCKFORD	35136	9	5.8174	5.5377	48	0	0	0	48	0	0	0	2	0	0	42	0	6	0	0	0	0	0	48	0	0	0	8	0	0	0	8	0	40	0	40	0	0	0	0	0	48	0	32	0	15	0	0	0	0	0	0	0	0	0	1	0	 	0	0	0	0	48	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	18	71	0	60	0	72	0	72	0	72	0	18	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
011020020061000000000	011020020	1	COVINGTON COUNTY	COVINGTON COUNTY JAIL	ANDALUSIA	36420	8	2.9619	2.7519	201	1	0	0	201	1	0	0	1	6	0	177	0	24	0	0	0	0	0	201	1	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	201	1	90	0	108	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	201	1	5	1	0	0	0	9	0	0	 	0	0	0	0	0	0	0	0	0	0	5	1	29	201	1	186	1	182	0	172	1	172	0	56	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
011021021061000000000	011021021	1	CRENSHAW COUNTY	CRENSHAW COUNTY JAIL	LUVERNE	36049	9	5.8174	5.5377	60	0	0	0	60	0	1	0	2	0	0	55	0	5	0	0	0	0	0	60	0	0	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	60	0	36	0	21	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	60	0	0	0	0	0	1	0	0	0	 	0	0	19	0	0	0	0	0	0	0	20	0	19	64	0	44	0	62	0	62	0	62	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
011033033061000000000	011033033	1	HALE COUNTY	HALE COUNTY JAIL	GREENSBORO	36744	9	5.8174	5.5377	43	0	0	0	43	0	0	0	2	0	0	41	0	2	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	43	0	43	0	0	0	0	0	43	0	9	0	34	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	43	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	3	59	0	55	0	71	0	70	0	71	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
011037037060000000100	011037037	1	JEFFERSON COUNTY	JEFFERSON COUNTY	BIRMINGHAM	35203	1	1.0595	1	1358	0	0	0	1358	0	0	9	1	7	0	1148	0	157	0	50	0	3	0	1358	0	53	0	235	0	0	0	235	0	1123	0	1086	0	1	0	36	0	1358	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	1358	0	1	0	0	0	6	0	0	0	 	0	8	229	0	0	9	36	0	0	9	272	0	29	1358	0	1331	0	1066	0	1025	0	1066	0	386	0	345	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	21	0	127	0	1	3	0	0	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7
011041041061000000000	011041041	1	LEE COUNTY	LEE COUNTY DETENTION CENTER	OPELIKE	36803	7	1.5369	1.4136	399	0	0	0	399	0	19	0	1	20	0	337	0	60	0	2	0	0	0	399	0	2	0	193	0	15	0	178	0	206	0	201	0	5	0	0	0	399	0	134	0	245	0	19	0	1	0	0	0	0	0	0	0	 	0	0	0	0	399	0	7	0	0	0	6	0	0	0	 	0	0	13	0	1	0	0	0	0	0	27	0	19	403	0	387	0	424	0	424	0	424	0	130	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	0	0	0	0	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
